"Admitted","Disposition_binary","Place","F_Aid","Species_e","Sex_e","Age_e","Brought_in_after","season","r","Green_Orange","ID"
"5/30/2013","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4739_ANHU"
"8/19/2002","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","suspect torpor-like state","Selasphorus spp.","2326_ALHU"
"4/4/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6203_ALHU"
"7/31/2010","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","4040_ANHU"
"10/10/2015","Died","malibu","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","6532_ANHU"
"4/20/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","258_ANHU"
"10/21/1996","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","1128_ANHU"
"4/8/1993","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","426_ANHU"
"3/31/2009","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found inside","Selasphorus spp.","3671_ALHU"
"3/21/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4914_ANHU"
"4/4/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4414_ANHU"
"6/27/2015","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","6592_ANHU"
"5/6/2001","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","2039_ANHU"
"2/22/2003","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","nest-related","Non-selasphorus spp.","2392_ANHU"
"5/13/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6225_ALHU"
"2/12/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3200_ANHU"
"4/27/2002","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2225_ANHU"
"5/17/2000","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","1827_ANHU"
"7/8/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5413_ANHU"
"4/26/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4972_ANHU"
"4/9/1993","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","428_ANHU"
"4/13/2012","Died","Lindsey","Yes","ANHU","Male","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4428_ANHU"
"4/12/2016","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","5576_ANHU"
"8/20/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1301_ANHU"
"4/21/1998","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1392_ANHU"
"3/19/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",4,"Spring","found on the ground","Non-selasphorus spp.","1184_ANHU"
"3/22/2014","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","4916_ANHU"
"4/19/2008","Released","Lindsey","No","BCHU","Male","adult-like",0,"Spring","found inside","Non-selasphorus spp.","3475_BCHU"
"7/2/2015","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","found on the ground","Selasphorus spp.","6468_ALHU"
"10/29/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2978_ANHU"
"4/10/1993","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",3,"Spring","nest-related","Non-selasphorus spp.","432_ANHU"
"3/24/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","793_ANHU"
"10/4/2015","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","unknown","Non-selasphorus spp.","5442_ANHU"
"6/17/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","5054_ANHU"
"4/22/1992","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","260_ANHU"
"6/2/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","1431_ANHU"
"4/1/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","233_ANHU"
"6/13/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5976_ALHU"
"4/9/1993","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","429_ANHU"
"7/3/2010","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4017_ANHU"
"5/12/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","464_ANHU"
"5/1/2012","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4452_ANHU"
"3/18/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3435_ANHU"
"1/14/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5149_ANHU"
"9/12/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","5707_ANHU"
"5/8/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",2,"Spring","found on the ground","Non-selasphorus spp.","2237_ANHU"
"12/13/2007","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3391_ANHU"
"4/9/2002","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","nest-related","Non-selasphorus spp.","2208_ANHU"
"6/23/1999","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",2,"Summer","found inside","Selasphorus spp.","1669_ALHU"
"3/19/1997","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","unknown","Non-selasphorus spp.","1186_ANHU"
"9/13/2007","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Fall","caught by domestic animal","Non-selasphorus spp.","3372_ANHU"
"8/19/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","suspect torpor-like state","Non-selasphorus spp.","2116_ANHU"
"6/12/2013","Died","malibu","No","ANHU","Female-like ","adult-like",1,"Summer","unknown","Non-selasphorus spp.","5848_ANHU"
"6/2/2015","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","nest-related","Non-selasphorus spp.","5353_ANHU"
"5/30/2014","Released","malibu","Yes","Non-selasphorus","unknown","Nestling",2,"Spring","found on the ground","Non-selasphorus spp.","6252_ANHU"
"9/4/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","unknown","Non-selasphorus spp.","2332_ANHU"
"2/13/2014","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Winter","unknown","Non-selasphorus spp.","6040_ANHU"
"6/23/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","880_ANHU"
"4/5/1997","Released","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","1205_ALHU"
"5/29/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6780_ALHU"
"9/6/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3569_ANHU"
"9/12/2014","Died","malibu","Yes","Selasphorus","Male","adult-like",0,"Fall","found on the ground","Selasphorus spp.","6233_ALHU"
"3/29/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found inside","Non-selasphorus spp.","1571_ANHU"
"5/13/1999","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1626_ANHU"
"6/4/2001","Released","Lindsey","Yes","BCHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2057_BCHU"
"6/25/2012","Died","Lindsey","No","ANHU","Male","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4510_ANHU"
"7/19/2010","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4026_ANHU"
"5/29/1991","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","107_ALHU"
"4/2/1995","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","804_ANHU"
"9/18/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5107_ANHU"
"6/3/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6783_ALHU"
"5/9/2006","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","3088_ANHU"
"5/4/2015","Died","Lindsey","Yes","BCHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5306_BCHU"
"4/25/2001","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","2027_ANHU"
"6/1/2007","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3305_ANHU"
"8/3/2014","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6177_ALHU"
"3/11/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","1984_ANHU"
"6/10/2003","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","2507_ANHU"
"5/18/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","469_ANHU"
"6/26/2003","Died","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","2526_ANHU"
"6/4/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","1841_ANHU"
"4/16/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",1,"Spring","found on the ground","Selasphorus spp.","5777_ALHU"
"6/26/2002","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","2286_ANHU"
"9/2/1998","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",1,"Fall","found on the ground","Selasphorus spp.","1495_ALHU"
"2/8/2009","Released","Lindsey","Yes","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","3614_ANHU"
"1/5/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","6_ANHU"
"4/5/1991","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","55_ANHU"
"3/17/2004","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","suspect torpor-like state","Non-selasphorus spp.","2638_ANHU"
"12/16/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","368_ANHU"
"6/8/2013","Died","malibu","No","ANHU","Female-like ","adult-like",7,"Summer","unknown","Non-selasphorus spp.","5965_ANHU"
"4/29/2014","Released","malibu","Yes","Selasphorus","unknown","Nestling",0,"Spring","caught by domestic animal","Selasphorus spp.","6111_ALHU"
"4/29/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Spring","window hit","Non-selasphorus spp.","3712_ANHU"
"10/22/2005","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","2976_ANHU"
"6/15/2008","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","3524_ANHU"
"5/9/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4996_ANHU"
"6/29/1999","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","1682_ANHU"
"3/28/2006","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3043_ANHU"
"3/11/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1761_ANHU"
"8/2/2001","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","2106_ANHU"
"5/23/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","1833_ANHU"
"5/28/1991","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","109_ANHU"
"5/9/2013","Released","malibu","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5807_ANHU"
"9/29/2014","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","5112_ANHU"
"1/28/2016","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5477_ANHU"
"2/5/2015","Died","Lindsey","No","ANHU","Male","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","5166_ANHU"
"5/6/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",2,"Spring","found on the ground","Selasphorus spp.","6408_ALHU"
"5/10/2008","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","3495_ANHU"
"10/15/2009","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","3824_ANHU"
"7/10/2016","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","5679_ANHU"
"2/5/1992","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found on the ground","Non-selasphorus spp.","205_ANHU"
"6/1/2014","Died","malibu","No","Selasphorus","unknown","Nestling",0,"Summer","unknown","Selasphorus spp.","6254_ALHU"
"2/29/2000","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","caught by domestic animal","Non-selasphorus spp.","1752_ANHU"
"4/1/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","2433_ANHU"
"3/20/2016","Died","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","nest-related","Non-selasphorus spp.","5541_ANHU"
"2/24/1997","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","nest-related","Non-selasphorus spp.","1164_ANHU"
"5/28/2015","Died","malibu","No","ANHU","Female-like ","adult-like",1,"Spring","nest-related","Non-selasphorus spp.","6438_ANHU"
"4/15/2016","Died","malibu","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","6695_ANHU"
"4/29/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","caught by domestic animal","Non-selasphorus spp.","1223_ANHU"
"4/6/2003","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Spring","found inside","Non-selasphorus spp.","2439_ANHU"
"5/5/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","5308_ANHU"
"8/18/1995","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","911_ANHU"
"10/17/2011","Released","Lindsey","No","ANHU","Male","adult-like",0,"Fall","window hit","Non-selasphorus spp.","4313_ANHU"
"9/9/2008","Released","Lindsey","Yes","ANHU","Male","adult-like",1,"Fall","found on the ground","Non-selasphorus spp.","3570_ANHU"
"3/15/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found inside","Non-selasphorus spp.","2413_ANHU"
"7/10/2006","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","3138_ANHU"
"3/15/2015","Released","malibu","Yes","Selasphorus","unknown","Nestling",1,"Spring","nest-related","Selasphorus spp.","6520_ALHU"
"3/10/2001","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","1978_ANHU"
"3/30/1998","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1364_ANHU"
"7/25/1991","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","155_ANHU"
"5/28/2016","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","6779_ALHU"
"5/22/2015","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","6606_ANHU"
"10/19/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",2,"Fall","window hit","Non-selasphorus spp.","1127_ANHU"
"6/22/1997","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","caught by domestic animal","Non-selasphorus spp.","1270_ANHU"
"7/3/2002","Released","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","found on the ground","Non-selasphorus spp.","2299_ANHU"
"6/14/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","1077_ANHU"
"1/21/2012","Released","Lindsey","No","ANHU","Male","adult-like",0,"Winter","window hit","Non-selasphorus spp.","4348_ANHU"
"10/4/1997","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","1310_ANHU"
"4/18/2013","Died","malibu","Yes","Selasphorus","unknown","Nestling",1,"Spring","unknown","Selasphorus spp.","5780_ALHU"
"6/2/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Summer","found on the ground","Non-selasphorus spp.","4742_ANHU"
"6/23/2013","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",2,"Summer","found on the ground","Non-selasphorus spp.","4774_ANHU"
"11/27/2002","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","2354_ANHU"
"6/25/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6314_ALHU"
"3/25/2012","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","4403_ANHU"
"6/19/2013","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","5995_ALHU"
"6/22/2006","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Summer","caught by domestic animal","Non-selasphorus spp.","3119_ANHU"
"4/16/2009","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","found on the ground","Non-selasphorus spp.","3692_ANHU"
"4/28/2013","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","unknown","Selasphorus spp.","5791_ALHU"
"3/16/1991","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","33_ANHU"
"1/29/2012","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","4352_ANHU"
"11/12/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Fall","found on the ground","Selasphorus spp.","6538_ALHU"
"6/23/1995","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",1,"Summer","found on the ground","Non-selasphorus spp.","879_ANHU"
"3/13/2016","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5527_ANHU"
"3/21/2012","Died","Lindsey","No","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","4398_ANHU"
"4/25/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","265_ANHU"
"8/21/2002","Died","Lindsey","No","Selasphorus","Female-like ","adult-like",0,"Summer","window hit","Selasphorus spp.","2328_ALHU"
"10/26/2001","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","found on the ground","Non-selasphorus spp.","2127_ANHU"
"6/19/2012","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","4501_ANHU"
"11/27/2011","Died","Lindsey","No","ANHU","Male","adult-like",0,"Fall","suspect torpor-like state","Non-selasphorus spp.","4327_ANHU"
"11/3/2015","Released","malibu","No","ANHU","Female-like ","adult-like",0,"Fall","window hit","Non-selasphorus spp.","6569_ANHU"
"8/31/2013","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found on the ground","Non-selasphorus spp.","4807_ANHU"
"4/7/2014","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","4942_ANHU"
"8/3/1995","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","906_ANHU"
"3/13/2015","Died","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","5208_ANHU"
"6/10/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6796_ALHU"
"4/14/1995","Died","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","caught by domestic animal","Selasphorus spp.","815_ALHU"
"8/15/2005","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","2966_ANHU"
"8/5/2015","Released","Lindsey","Yes","Selasphorus","Female-like ","adult-like",0,"Summer","caught by domestic animal","Selasphorus spp.","5429_ALHU"
"7/9/2014","Released","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6328_ALHU"
"3/23/1996","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","989_ANHU"
"3/12/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5522_ANHU"
"5/5/1993","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","window hit","Non-selasphorus spp.","459_ANHU"
"1/15/1999","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","suspect torpor-like state","Non-selasphorus spp.","1528_ANHU"
"8/24/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","5702_ANHU"
"1/31/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","found inside","Non-selasphorus spp.","5160_ANHU"
"6/20/2003","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","unknown","Non-selasphorus spp.","2519_ANHU"
"1/22/2016","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Winter","window hit","Non-selasphorus spp.","5473_ANHU"
"3/28/2015","Released","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","nest-related","Non-selasphorus spp.","5235_ANHU"
"6/15/1992","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Summer","found inside","Non-selasphorus spp.","318_ANHU"
"8/18/2000","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","window hit","Non-selasphorus spp.","1900_ANHU"
"4/12/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",0,"Spring","found on the ground","Selasphorus spp.","6388_ALHU"
"4/14/1999","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",1,"Spring","found on the ground","Non-selasphorus spp.","1592_ANHU"
"6/10/2014","Died","malibu","No","Selasphorus","Female-like ","adult-like",0,"Summer","unknown","Selasphorus spp.","6288_ALHU"
"3/29/2014","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4925_ANHU"
"4/10/2010","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","found on the ground","Non-selasphorus spp.","3911_ANHU"
"5/1/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",2,"Spring","unknown","Selasphorus spp.","6404_ALHU"
"4/28/2004","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","2678_ANHU"
"4/12/2015","Died","malibu","Yes","Selasphorus","Female-like ","adult-like",2,"Spring","found on the ground","Selasphorus spp.","6387_ALHU"
"8/7/2013","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",1,"Summer","suspect torpor-like state","Non-selasphorus spp.","4801_ANHU"
"11/15/1994","Died","Lindsey","No","ANHU","Female-like ","adult-like",2,"Fall","suspect torpor-like state","Non-selasphorus spp.","733_ANHU"
"5/26/2011","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","4218_ANHU"
"5/17/2014","Died","Lindsey","Yes","ANHU","Male","adult-like",1,"Spring","found on the ground","Non-selasphorus spp.","5005_ANHU"
"6/28/2002","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","2291_ANHU"
"3/15/2011","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","4123_ANHU"
"2/23/2016","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Winter","unknown","Non-selasphorus spp.","5504_ANHU"
"5/19/1998","Released","Lindsey","Yes","Non-selasphorus","unknown","Nestling",0,"Spring","nest-related","Non-selasphorus spp.","1418_ANHU"
"7/11/2013","Died","Lindsey","Yes","ANHU","Female-like ","adult-like",0,"Summer","caught by domestic animal","Non-selasphorus spp.","4789_ANHU"
"2/18/1996","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Winter","unknown","Non-selasphorus spp.","954_ANHU"
"3/22/2015","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Spring","unknown","Non-selasphorus spp.","5223_ANHU"
"5/31/2016","Died","malibu","No","Selasphorus","Female-like ","adult-like",1,"Spring","found on the ground","Selasphorus spp.","6741_ALHU"
"11/11/1998","Died","Lindsey","No","ANHU","Female-like ","adult-like",0,"Fall","caught by domestic animal","Non-selasphorus spp.","1515_ANHU"
"6/15/2014","Released","Lindsey","No","Non-selasphorus","unknown","Nestling",0,"Summer","nest-related","Non-selasphorus spp.","5052_BCHU"
